iter,loss,value_loss,prob_loss
5,1.7883220970630647,0.5746344089508056,1.2136876910924912
6,1.1941396594047546,0.5179531693458557,0.6761865198612214
7,1.1219982713460923,0.5192523047327995,0.6027459621429443
8,1.1399440675973893,0.524578358232975,0.615365719795227
9,1.082239881157875,0.4728632867336273,0.6093766137957572
10,1.0734726816415787,0.4688067466020584,0.604665932059288
11,1.059152400493622,0.4478688284754753,0.6112835764884949
12,1.0388661623001099,0.4382405817508698,0.6006255775690079
13,1.018284836411476,0.4257686972618103,0.5925161570310593
14,0.9928481817245484,0.40178169012069703,0.5910664826631546
15,0.959152540564537,0.3874448224902153,0.5717077136039734
16,0.9097356021404266,0.35412411019206047,0.555611503124237
17,0.8876866489648819,0.33982177525758744,0.5478648692369461
18,0.8608633697032928,0.3289841189980507,0.5318792343139649
19,0.8463758707046509,0.3201161280274391,0.5262597307562829
20,0.8562790751457214,0.3060212291777134,0.5502578362822532
21,0.8148955821990966,0.2853155735880136,0.5295800149440766
22,0.8050374925136566,0.2731571115553379,0.531880384683609
23,0.7808335930109024,0.2695483699440956,0.5112852200865745
24,0.7730961561203002,0.2612591005861759,0.5118370413780212
25,0.7283067822456359,0.24082990884780883,0.4874768629670143
26,0.7594651609659195,0.26711850985884666,0.4923466399312019
27,0.704669538140297,0.24899951592087746,0.45567002296447756
28,0.7053533762693405,0.2554885074496269,0.4498648762702942
29,0.6944269329309464,0.2558151103556156,0.43861182034015656
30,0.6715533316135407,0.24804608523845673,0.4235072448849678
31,0.6768817991018296,0.25166828706860545,0.42521349936723707
32,0.6530442804098129,0.25717622190713885,0.3958680540323257
33,0.6514586955308914,0.258242754638195,0.39321593642234803
34,0.6238162010908127,0.2548268124461174,0.36898940354585646
35,0.6086706593632698,0.2549310989677906,0.3537395551800728
36,0.5889532178640365,0.24261298328638076,0.3463402271270752
37,0.5656954944133759,0.22275804355740547,0.34293745681643484
38,0.5224640890955925,0.2103441797196865,0.31211990863084793
39,0.5178134843707085,0.20633409917354584,0.3114793859422207
40,0.5066303834319115,0.20619489178061484,0.30043548718094826
41,0.5159865483641625,0.2115461491048336,0.3044403940439224
42,0.4920497119426727,0.199367817863822,0.29268189445137976
43,0.4917431056499481,0.20225191935896875,0.28949117809534075
44,0.4737344667315483,0.19731327556073666,0.27642119452357294
45,0.45264582633972167,0.17902981974184512,0.27361600399017333
46,0.44565997570753096,0.18151758126914502,0.26414240300655367
47,0.4419412657618523,0.1831676062196493,0.25877365842461586
48,0.4361748442053795,0.18111421689391136,0.2550606243312359
49,0.4271775409579277,0.1717449739575386,0.25543256029486655
50,0.4109192118048668,0.16801422275602818,0.24290498718619347
51,0.4096941277384758,0.16211399734020232,0.2475801259279251
52,0.3965603426098824,0.15510486289858819,0.24145548269152642
53,0.37573538795113565,0.1407827738672495,0.2349526084959507
54,0.39355842769145966,0.16090912222862244,0.23264930844306947
55,0.40221832543611524,0.1666389975696802,0.23557932525873185
56,0.3991269737482071,0.16644217558205127,0.23268479332327843
57,0.3902542248368263,0.16844627894461156,0.22180794700980186
58,0.3841763213276863,0.16974143013358117,0.2144348919391632
59,0.3917227782309055,0.17534360215067862,0.21637917459011077
60,0.38193064332008364,0.16359989419579507,0.21833075135946273
61,0.3664451241493225,0.15911014676094054,0.2073349840939045
62,0.36646010279655455,0.15763607881963254,0.2088240221142769
63,0.34950950294733046,0.15069991275668143,0.19880958795547485
64,0.35483476519584656,0.15587832052260636,0.19895644038915633
65,0.35045419037342074,0.15967909283936024,0.19077510088682176
66,0.3348796233534813,0.14990745913237333,0.18497216179966927
67,0.3584266357123852,0.16399269811809064,0.19443394094705582
68,0.3456235446035862,0.1528155155479908,0.19280802682042122
69,0.31524577662348746,0.13492598664015532,0.18031979128718376
70,0.3022705063223839,0.13069770075380802,0.1715728037059307
71,0.3142240233719349,0.12697120271623136,0.18725281953811646
72,0.29844748228788376,0.12196933086961508,0.17647815085947513
73,0.28234771117568014,0.11737685147672891,0.16497085876762868
74,0.2940495006740093,0.12250778339803219,0.17154171615839003
75,0.2892881497740746,0.11839526928961278,0.17089287899434566
76,0.28662669807672503,0.11988248899579049,0.1667442113161087
77,0.2732269085943699,0.1102771993726492,0.1629497069865465
78,0.2739617250859737,0.11644770614802838,0.15751401595771314
79,0.27717791944742204,0.11248398125171662,0.16469393931329251
80,0.31453793570399285,0.1434647910296917,0.17107314318418504
81,0.29458749741315843,0.12854015082120895,0.1660473421216011
82,0.27506484687328336,0.11084413863718509,0.16422070413827897
83,0.27707409709692,0.11614189520478249,0.1609321989119053
84,0.24578050747513772,0.10147889759391546,0.14430160894989968
85,0.25929295271635056,0.11594518963247538,0.14334776178002356
86,0.24432244822382926,0.10476237535476685,0.13956007361412048
87,0.25885064974427224,0.10056956671178341,0.15828108713030814
88,0.26237410232424735,0.11120001953095197,0.15117407813668252
89,0.2686829395592213,0.11211944073438644,0.15656349956989288
90,0.26663262844085694,0.1114600708708167,0.15517255775630473
91,0.24574758484959602,0.10216464959084988,0.1435829360038042
92,0.25522713735699654,0.1148439221084118,0.14038321897387504
93,0.25532706528902055,0.11071309149265289,0.14461397156119346
94,0.25183173939585685,0.10227050073444843,0.14956124015152455
95,0.24695686027407646,0.1077885901555419,0.13916826955974101
96,0.2530940003693104,0.10918908268213272,0.1439049147069454
97,0.25363100990653037,0.1049746509641409,0.1486563578248024
98,0.24711199924349786,0.09772989377379418,0.14938210509717464
99,0.25810384154319765,0.10320229958742858,0.15490153916180133
