iter,loss,value_loss,prob_loss
5,1.865749180316925,0.6045568317174912,1.2611923456192016
6,1.2564237773418427,0.5454736754298211,0.7109500914812088
7,1.167007839679718,0.5484469115734101,0.618560916185379
8,1.1560388028621673,0.5176683619618416,0.6383704274892807
9,1.1128741711378098,0.47500489056110384,0.6378692790865899
10,1.1186526238918304,0.47133442759513855,0.6473182126879692
11,1.1165538340806962,0.45738029927015306,0.6591735363006592
12,1.1018199443817138,0.4368348389863968,0.6649851143360138
13,1.0795783072710037,0.4242826893925667,0.6552955999970436
14,1.06435007750988,0.4095935314893723,0.6547565400600434
15,1.069105139374733,0.4173407718539238,0.6517643660306931
16,1.028342917561531,0.3824488282203674,0.6458940863609314
17,1.0045366078615188,0.36629172042012215,0.6382448732852936
18,0.9877631574869156,0.35842896103858946,0.6293341845273972
19,0.9777528017759323,0.3425256244838238,0.635227170586586
20,0.9496956169605255,0.32832964360713957,0.6213659659028054
21,0.9326542288064956,0.319456584751606,0.6131976440548896
22,0.9120480746030808,0.2947554960846901,0.6172925770282746
23,0.8871677219867706,0.28420970141887664,0.6029580160975456
24,0.8886362165212631,0.2936543248593807,0.5949818804860115
25,0.8760014176368713,0.2865335486829281,0.5894678860902787
26,0.8763862997293472,0.2861725054681301,0.5902137860655785
27,0.8533753991127014,0.29474219083786013,0.5586332008242607
28,0.8224786132574081,0.27586715668439865,0.5466114565730095
29,0.8153907120227813,0.2820667624473572,0.5333239421248436
30,0.8042800307273865,0.270204321295023,0.5340757057070732
31,0.8017108678817749,0.2897794179618359,0.5119314551353454
32,0.7733020275831223,0.271730637550354,0.5015713930130005
33,0.7607745349407196,0.2783809304237366,0.48239360600709913
34,0.7141519218683243,0.25270680114626887,0.46144513636827467
35,0.7230475932359696,0.25499206259846685,0.4680555254220963
36,0.7003298461437225,0.25242971032857897,0.44790014177560805
37,0.6749043926596642,0.23962400965392588,0.43528038263320923
38,0.6762065559625625,0.2544022284448147,0.42180432230234144
39,0.656774653494358,0.23815201371908187,0.4186226338148117
40,0.6384056195616722,0.23353598192334174,0.40486964881420134
41,0.6291831344366073,0.23614464551210404,0.39303849041461947
42,0.5976952642202378,0.22307051569223404,0.3746247380971909
43,0.5881730079650879,0.22643338441848754,0.36173963248729707
44,0.5773769751191139,0.22533303461968898,0.3520439475774765
45,0.5765401363372803,0.22772179767489434,0.34881833866238593
46,0.5466272249817848,0.21367221921682358,0.33295500129461286
47,0.5381550326943397,0.2191606767475605,0.31899435445666313
48,0.5448832094669342,0.22138110399246216,0.323502104729414
49,0.5277937382459641,0.21775225326418876,0.3100414708256721
50,0.5183759853243828,0.21698236875236035,0.30139361694455147
51,0.5286680534482002,0.2170950811356306,0.311572977155447
52,0.5158057287335396,0.21436382383108138,0.3014419160783291
53,0.49987171292304994,0.2123441755771637,0.28752753511071205
54,0.48821568936109544,0.20232304707169532,0.28589263632893563
55,0.4612515136599541,0.19117838554084302,0.27007312700152397
56,0.4530292823910713,0.18661538735032082,0.2664138965308666
57,0.4674218252301216,0.20860241949558259,0.25881941244006157
58,0.4906941786408424,0.20955622866749762,0.2811379499733448
59,0.47621525526046754,0.21054181680083275,0.2656734369695187
60,0.4849731206893921,0.217522481828928,0.26745063737034797
61,0.4246687024831772,0.1794508785009384,0.24521781802177428
62,0.43319784104824066,0.1770363189280033,0.25616152212023735
63,0.4205677732825279,0.1738858338445425,0.24668194204568863
64,0.4049294352531433,0.1749925348907709,0.2299369014799595
65,0.4191937014460564,0.18237574249505997,0.23681794926524163
66,0.39749451726675034,0.16673356145620347,0.23076095283031464
67,0.4091906279325485,0.17630869410932065,0.23288193196058274
68,0.38791062235832213,0.1726125631481409,0.2152980625629425
69,0.39797410666942595,0.17713092416524887,0.2208431765437126
70,0.3692696824669838,0.15699083916842937,0.2122788392007351
71,0.3627681523561478,0.1607956115156412,0.20197254344820975
72,0.35589067488908765,0.15518485121428965,0.2007058195769787
73,0.3517509654164314,0.15417718067765235,0.19757378287613392
74,0.3558187931776047,0.15477881915867328,0.20103997439146043
75,0.3509151980280876,0.15861790850758553,0.19229728765785695
76,0.33911665827035903,0.15373997911810874,0.1853766843676567
77,0.3413797527551651,0.15000958628952504,0.19137016534805298
78,0.3306379787623882,0.1522563986480236,0.1783815786242485
79,0.3403186216950417,0.1524829301983118,0.1878356896340847
80,0.3382701680064201,0.1525930669158697,0.18567710295319556
81,0.3280824325978756,0.1479335527867079,0.18014888055622577
82,0.3277722455561161,0.14455450586974622,0.18321773894131183
83,0.30873071774840355,0.13614649064838885,0.17258422523736955
84,0.2920505806803703,0.1307245535776019,0.16132602840662003
85,0.30942573845386506,0.13228497430682182,0.1771407686173916
86,0.3180451214313507,0.14633064717054367,0.17171447351574898
87,0.30552870854735376,0.12797225080430508,0.17755646407604217
88,0.3159038953483105,0.13764103390276433,0.17826285734772682
89,0.30331292375922203,0.13122544586658477,0.1720874786376953
90,0.3093201361596584,0.1411223217844963,0.168197812885046
91,0.31483534947037695,0.1433955281972885,0.1714398194104433
92,0.3344362311065197,0.17103695310652256,0.16339927427470685
93,0.3238149844110012,0.15243148449808358,0.17138350792229176
94,0.2848632961511612,0.12883408181369305,0.15602921470999717
95,0.31388194039463996,0.145316556468606,0.168565384298563
96,0.29337183237075803,0.134611801430583,0.1587600253522396
97,0.29011967331171035,0.14282032437622547,0.1472993552684784
98,0.27154952883720396,0.1288287814706564,0.1427207499742508
99,0.25658302903175356,0.11611004285514355,0.14047298841178418
