iter,wins,losses,draws
1293,233,172,254
1294,233,172,254
1295,233,172,254
1296,233,172,254
1297,234,172,253
1298,234,172,253
1299,234,172,253
1300,234,172,253
1301,234,172,253
1302,234,172,253
1303,234,172,253
1304,234,172,253
1305,234,173,252
1306,235,173,252
1307,235,173,252
1308,235,173,252
1309,235,172,253
1310,235,173,253
1311,236,173,253
1312,236,173,253
1313,236,173,253
1314,236,173,253
1315,236,173,254
1316,236,173,255
1317,236,173,256
1318,236,173,257
1319,236,173,257
1320,236,173,257
1321,236,173,257
1322,236,173,257
1323,237,173,256
1324,237,174,256
1325,238,174,256
1326,238,175,256
1327,239,175,256
1328,239,176,256
1329,240,176,256
1330,240,176,256
1331,240,176,256
1332,240,176,256
1333,240,176,256
1334,240,176,256
1335,240,176,256
1336,240,176,256
1337,240,176,256
1338,240,176,256
1339,240,176,256
1340,240,176,256
1341,240,176,256
1342,240,176,256
1343,240,176,257
1344,240,176,257
1345,240,176,257
1346,240,176,257
1347,240,176,257
1348,240,176,257
1349,240,176,258
1350,240,176,259
1351,240,176,260
1352,240,176,260
1353,240,176,261
1354,240,176,262
1355,240,176,262
1356,240,176,262
1357,241,176,261
1358,241,176,261
1359,241,176,261
1360,241,176,261
1361,241,176,261
1362,241,176,261
1363,242,176,261
1364,242,177,261
1365,242,177,261
1366,242,177,261
1367,243,177,261
1368,243,177,261
1369,243,177,261
1370,243,177,261
1371,243,177,262
1372,243,177,262
1373,243,177,263
1374,243,177,264
1375,243,177,264
1376,243,177,264
1377,243,177,264
1378,243,177,264
1379,244,177,263
1380,244,178,263
1381,244,178,263
1382,244,179,263
1383,245,179,263
1384,245,179,263
1385,245,179,263
1386,245,179,263
1387,245,180,263
1388,246,180,263
1389,246,180,263
1390,246,180,263
1391,245,180,264
1392,246,180,264
1393,246,181,264
1394,246,181,264
1395,246,181,264
1396,247,181,264
1397,247,181,264
1398,247,181,264
1399,246,181,265
1400,247,181,265
1401,247,182,265
1402,247,182,265
1403,247,183,265
1404,248,183,265
1405,248,183,265
1406,248,183,265
1407,248,183,265
1408,248,183,265
1409,248,183,265
1410,248,183,265
1411,248,183,265
1412,248,183,265
1413,248,183,265
1414,248,183,265
1415,248,183,265
1416,248,183,266
1417,248,183,267
1418,248,183,267
1419,248,183,268
1420,248,183,268
1421,248,183,268
1422,248,183,268
1423,248,183,268
1424,248,183,268
1425,248,183,269
1426,248,183,269
1427,248,183,270
1428,248,183,270
1429,248,183,271
1430,248,183,271
1431,248,183,271
1432,248,182,272
1433,247,182,273
1434,247,181,274
1435,247,181,274
1436,248,181,274
1437,248,181,274
1438,248,181,274
1439,248,181,274
1440,248,181,274
1441,249,181,274
1442,249,182,274
1443,250,182,274
1444,250,182,274
1445,250,182,274
1446,250,182,274
1447,250,182,274
1448,250,182,274
1449,250,182,274
1450,250,182,274
1451,250,182,274
1452,250,182,275
1453,250,182,275
1454,250,182,275
1455,251,182,274
1456,251,182,274
1457,252,182,274
1458,252,182,274
1459,252,182,274
1460,252,182,274
1461,252,182,274
1462,252,182,274
1463,252,182,274
1464,252,182,275
1465,252,182,276
1466,252,182,276
1467,252,182,276
1468,252,182,276
1469,252,182,276
1470,252,182,277
1471,252,182,278
1472,252,182,279
1473,252,182,279
1474,252,182,279
1475,252,182,279
1476,252,182,279
1477,252,182,279
1478,252,182,279
1479,252,182,279
1480,253,182,278
1481,253,182,278
1482,254,182,278
1483,254,182,278
1484,254,182,278
1485,254,182,278
1486,254,183,277
1487,255,183,277
1488,255,183,277
1489,255,183,277
1490,255,183,277
1491,255,183,277
1492,255,183,278
1493,255,183,279
1494,255,183,280
1495,255,183,281
1496,255,183,282
1497,255,183,282
1498,255,183,282
1499,256,183,282
1500,256,184,282
1501,257,184,282
1502,257,184,282
1503,258,184,282
1504,258,184,282
1505,258,184,282
1506,258,184,282
1507,258,184,282
1508,259,184,282
1509,259,184,282
1510,259,184,282
1511,259,184,282
1512,260,184,282
1513,260,185,282
1514,261,185,282
1515,261,185,282
1516,261,185,282
1517,261,185,282
1518,261,185,282
1519,261,185,282
1520,261,185,282
1521,261,185,282
1522,261,185,283
1523,261,185,283
1524,261,185,283
1525,261,185,283
1526,261,184,284
1527,261,185,284
1528,262,185,284
1529,262,186,284
1530,263,186,284
1531,263,186,284
1532,263,186,284
1533,263,186,284
1534,263,186,284
1535,264,186,284
1536,264,186,284
1537,265,186,284
1538,265,186,284
1539,265,186,284
1540,265,186,284
1541,265,187,284
1542,266,187,283
1543,266,187,283
1544,267,187,283
1545,267,187,283
1546,266,188,283
1547,267,188,282
1548,267,189,282
1549,268,189,282
1550,268,190,282
1551,269,190,282
1552,269,190,282
1553,269,190,282
1554,269,190,282
1555,269,189,283
1556,269,190,283
1557,269,190,283
1558,269,191,283
1559,269,191,283
1560,269,191,283
1561,269,191,283
1562,269,191,283
1563,269,192,283
1564,270,192,283
1565,270,193,283
1566,271,193,283
1567,271,193,283
1568,271,193,283
1569,271,193,283
1570,271,193,284
1571,271,193,284
1572,271,193,285
1573,271,193,286
1574,271,193,287
1575,271,193,288
1576,271,193,288
1577,271,193,288
1578,271,193,288
1579,271,193,288
1580,272,193,288
1581,272,193,288
1582,272,193,288
1583,272,193,288
1584,272,193,288
1585,272,193,289
1586,272,193,290
1587,272,193,291
1588,272,193,292
1589,272,193,292
1590,272,193,292
1591,272,193,292
1592,272,193,292
1593,272,192,293
1594,271,192,294
1595,272,192,294
1596,272,193,294
1597,273,193,294
1598,273,193,294
1599,273,193,294
1600,273,193,294
1601,273,193,294
1602,273,193,294
1603,273,193,295
1604,273,193,295
1605,273,193,296
1606,273,193,297
1607,273,193,297
1608,273,193,297
1609,273,193,297
1610,273,193,298
1611,273,193,298
1612,273,193,298
1613,273,193,298
1614,273,193,298
1615,273,193,298
1616,273,193,298
1617,273,193,298
1618,273,193,298
1619,273,193,298
1620,273,193,298
1621,273,193,299
1622,273,193,299
1623,273,193,299
1624,273,193,299
1625,273,193,299
1626,273,193,299
1627,273,193,299
1628,273,193,299
1629,274,193,299
1630,274,193,299
1631,274,193,299
1632,274,193,299
1633,274,193,299
1634,274,193,300
1635,274,193,301
1636,274,193,301
1637,274,193,301
1638,274,193,301
1639,274,193,301
1640,274,193,301
1641,274,193,301
1642,274,193,301
1643,274,193,301
1644,274,193,302
1645,274,193,303
1646,274,193,304
1647,274,193,305
1648,274,193,306
1649,274,193,306
1650,274,193,306
1651,274,193,306
1652,274,193,306
1653,274,193,306
1654,275,193,306
1655,275,194,306
1656,276,194,306
1657,276,194,306
1658,276,194,306
1659,277,194,305
1660,277,194,305
1661,278,194,305
1662,278,194,305
1663,278,194,305
