iter,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9
22,0.07537233829498291,0.08168541640043259,0.08997195959091187,0.09614574164152145,0.08653009682893753,0.08469468355178833,0.0910225659608841,0.07916397601366043,0.07508599758148193
23,0.07681318372488022,0.08437085896730423,0.09419764578342438,0.1007000133395195,0.0882411077618599,0.08866120874881744,0.09450710564851761,0.08120989054441452,0.07559972256422043
24,0.07717844843864441,0.08655929565429688,0.09855978935956955,0.10548673570156097,0.0898047685623169,0.09201755374670029,0.09822099655866623,0.08259259909391403,0.07615690678358078
25,0.07703524082899094,0.08863775432109833,0.10306615382432938,0.11031608283519745,0.09083830565214157,0.09422231465578079,0.10201394557952881,0.08398006856441498,0.07639817893505096
26,0.07682105898857117,0.09040483832359314,0.10727142542600632,0.11497150361537933,0.09152845293283463,0.09606703370809555,0.1052488312125206,0.08594825863838196,0.07690642029047012
27,0.07691249251365662,0.09242812544107437,0.11119674146175385,0.11966957896947861,0.09195913374423981,0.09722407907247543,0.1081337109208107,0.08683329075574875,0.07767141610383987
28,0.07719402760267258,0.09403469413518906,0.11430729925632477,0.12440373003482819,0.09259812533855438,0.09898737818002701,0.11052549630403519,0.08765313029289246,0.07793848216533661
29,0.0774063766002655,0.09567594528198242,0.11696219444274902,0.12922824919223785,0.09287945926189423,0.10060889273881912,0.11319079995155334,0.08832800388336182,0.0778350979089737
30,0.07724803686141968,0.0968305692076683,0.11937002837657928,0.13399875164031982,0.09321196377277374,0.10179688036441803,0.11516990512609482,0.08966628462076187,0.07812502235174179
31,0.07708761096000671,0.09788378328084946,0.12166456878185272,0.13858677446842194,0.09340382367372513,0.10227934271097183,0.11620800197124481,0.0921594500541687,0.07809777557849884
32,0.07709179818630219,0.09900807589292526,0.12386812269687653,0.14293493330478668,0.09350135922431946,0.10221633315086365,0.11723561584949493,0.0947694480419159,0.07774234563112259
33,0.07776883989572525,0.10065947473049164,0.12592846155166626,0.14687538146972656,0.09467898309230804,0.10171116888523102,0.11741911619901657,0.0967363491654396,0.07673821598291397
34,0.08276883512735367,0.09565947949886322,0.12092845886945724,0.15187537670135498,0.09967897832393646,0.0967111736536026,0.11241912096738815,0.10173634439706802,0.08173821866512299
35,0.08769692480564117,0.09665471315383911,0.11603095382452011,0.1568763107061386,0.10435202717781067,0.09205644577741623,0.10778990387916565,0.1026405543088913,0.08504295349121094
36,0.08629166334867477,0.09857772290706635,0.11149892210960388,0.16126832365989685,0.1078137680888176,0.0909128487110138,0.10400453209877014,0.10149230808019638,0.08907827734947205
37,0.08667036890983582,0.10022718459367752,0.10911501944065094,0.16361075639724731,0.10682711750268936,0.0929233655333519,0.10322710126638412,0.09866033494472504,0.09216449409723282
38,0.08463442325592041,0.10318247228860855,0.10651446878910065,0.16641570627689362,0.10498759150505066,0.09504808485507965,0.10561344027519226,0.09633247554302216,0.0947740450501442
39,0.08230814337730408,0.10467985272407532,0.10589855909347534,0.16777123510837555,0.10280940681695938,0.09795098006725311,0.10514289885759354,0.09417978674173355,0.09789805859327316
40,0.08158128708600998,0.10457797348499298,0.10758870840072632,0.1689591109752655,0.10019657015800476,0.10138779878616333,0.10262363404035568,0.0928996130824089,0.09922396391630173
41,0.0817078948020935,0.10364008694887161,0.10995981842279434,0.1702035516500473,0.09788569808006287,0.10428090393543243,0.10014225542545319,0.09081955999135971,0.10068908333778381
42,0.08153023570775986,0.10221467167139053,0.11223307996988297,0.17111334204673767,0.09653568267822266,0.10760907828807831,0.09882771223783493,0.08855746686458588,0.100641168653965
43,0.08109171688556671,0.10105142742395401,0.11397723108530045,0.1734107881784439,0.09533289074897766,0.11010700464248657,0.09828845411539078,0.08749350905418396,0.09936931729316711
44,0.08046690374612808,0.09882970154285431,0.11594496667385101,0.17467860877513885,0.09705445170402527,0.11159910261631012,0.09768839925527573,0.08820974826812744,0.0970974788069725
45,0.08135038614273071,0.09736229479312897,0.11805300414562225,0.17506250739097595,0.09878240525722504,0.11238156259059906,0.09695613384246826,0.08927476406097412,0.09427224099636078
46,0.083283931016922,0.09571235626935959,0.12020853161811829,0.17411082983016968,0.10077830404043198,0.11262299865484238,0.09682387858629227,0.0900600403547287,0.09130196273326874
47,0.08503180742263794,0.09442846477031708,0.12210610508918762,0.17202934622764587,0.10297421365976334,0.11252742260694504,0.0970410406589508,0.09200723469257355,0.0880763828754425
48,0.08663734048604965,0.09342936426401138,0.12390870600938797,0.1700700968503952,0.10521362721920013,0.11291515082120895,0.09754898399114609,0.09423365443944931,0.08431757986545563
49,0.08754491806030273,0.09294873476028442,0.12563127279281616,0.1682688295841217,0.1076967865228653,0.11265067756175995,0.09789640456438065,0.09712541848421097,0.08043400943279266
50,0.08774227648973465,0.09219386428594589,0.12744979560375214,0.1677035540342331,0.11003521829843521,0.11304838210344315,0.09737669676542282,0.09919119626283646,0.07775785028934479
51,0.08750171959400177,0.09251843392848969,0.12955588102340698,0.16685275733470917,0.11260516196489334,0.11289741843938828,0.09645665436983109,0.10071045160293579,0.0756940022110939
52,0.08702976256608963,0.09251708537340164,0.13105212152004242,0.1650993824005127,0.11523044109344482,0.11250163614749908,0.09672880172729492,0.10198966413736343,0.07470211386680603
53,0.08748587220907211,0.09346739947795868,0.1308777779340744,0.16307432949543,0.1170501559972763,0.11253588646650314,0.0976562350988388,0.10320331901311874,0.07374659180641174
54,0.0879797637462616,0.09516467154026031,0.1311435103416443,0.16131691634655,0.1176881268620491,0.11264866590499878,0.09837288409471512,0.10374932736158371,0.07306716591119766
55,0.08755778521299362,0.09631282836198807,0.13147181272506714,0.1611889749765396,0.11761987209320068,0.11279667168855667,0.09895629435777664,0.10409721732139587,0.07329155504703522
56,0.08736132085323334,0.09740974754095078,0.1318076103925705,0.1608000546693802,0.11738556623458862,0.11281163990497589,0.09892705827951431,0.10479043424129486,0.0740017369389534
57,0.0867917537689209,0.09923484921455383,0.1321154534816742,0.16040010750293732,0.11572901904582977,0.1120912954211235,0.09928300231695175,0.10539976507425308,0.07587993144989014
58,0.08656474947929382,0.10125121474266052,0.1317443996667862,0.1607489138841629,0.11344335973262787,0.11138233542442322,0.09911828488111496,0.1062762513756752,0.07823904603719711
59,0.08623386174440384,0.10300508886575699,0.13100217282772064,0.16182738542556763,0.1110120341181755,0.1110803410410881,0.09941764920949936,0.10690096765756607,0.08038598299026489
60,0.08542191982269287,0.1037866398692131,0.1302466243505478,0.16331377625465393,0.10882258415222168,0.11066331714391708,0.10001731663942337,0.10690616816282272,0.08315815776586533
61,0.08437184989452362,0.10448528081178665,0.12931354343891144,0.16562260687351227,0.10727699846029282,0.11015310883522034,0.10033649951219559,0.10673409700393677,0.08550967276096344
62,0.08343103528022766,0.10494573414325714,0.12900683283805847,0.16767416894435883,0.10581893473863602,0.11007937788963318,0.1009049192070961,0.10603957623243332,0.08745472878217697
63,0.08317866176366806,0.10463078320026398,0.12940996885299683,0.1688109040260315,0.10431566089391708,0.11035121977329254,0.10128741711378098,0.10558640211820602,0.08928614109754562
64,0.08254311233758926,0.10473362356424332,0.13005587458610535,0.1701647937297821,0.10331177711486816,0.11017383635044098,0.10177160054445267,0.1046203076839447,0.09090165048837662
65,0.08355871587991714,0.10331130772829056,0.13159866631031036,0.1709470897912979,0.10294993221759796,0.1093265488743782,0.10176990181207657,0.10339726507663727,0.09257844090461731
66,0.07855872064828873,0.09831131249666214,0.12659867107868195,0.17594708502292633,0.10794992744922638,0.10432655364274979,0.10676989704370499,0.10839725285768509,0.08757844567298889
67,0.08169800788164139,0.09332194924354553,0.12259138375520706,0.18044093251228333,0.10622803121805191,0.10369560867547989,0.11064823716878891,0.10510682314634323,0.08691281825304031
68,0.08319568634033203,0.09347368776798248,0.12084878981113434,0.18013684451580048,0.10474874824285507,0.10280761867761612,0.1148403137922287,0.10130380094051361,0.08679953962564468
69,0.08331677317619324,0.09393583983182907,0.12056294828653336,0.17857179045677185,0.10258150845766068,0.10386594384908676,0.11632717400789261,0.10040711611509323,0.08842884004116058
70,0.08435529470443726,0.09209798276424408,0.12184011191129684,0.17719043791294098,0.10237406939268112,0.10624294728040695,0.11566969752311707,0.09999504685401917,0.08969667553901672
71,0.08462017774581909,0.0910138338804245,0.123214952647686,0.17620766162872314,0.10426484793424606,0.10839194804430008,0.1137470230460167,0.1002088189125061,0.09098973870277405
72,0.08490047603845596,0.08961078524589539,0.12408936768770218,0.1768934279680252,0.10708000510931015,0.10965751856565475,0.1114703044295311,0.10140280425548553,0.0908738300204277
73,0.08613865822553635,0.08806651085615158,0.12493619322776794,0.17751137912273407,0.11006060987710953,0.11133688688278198,0.10906682908535004,0.10175042599439621,0.09036973863840103
74,0.08687593787908554,0.08975981920957565,0.12352520227432251,0.17726165056228638,0.11330047249794006,0.1135714203119278,0.10655903071165085,0.1013476774096489,0.08965235203504562
75,0.0882604569196701,0.09087229520082474,0.12286114692687988,0.17637552320957184,0.11603236198425293,0.11666466295719147,0.10423941910266876,0.10024258494377136,0.08844298124313354
76,0.0908629298210144,0.09140489250421524,0.12155698984861374,0.17618340253829956,0.11753348261117935,0.11893170326948166,0.10218030214309692,0.09940026700496674,0.0879201889038086
77,0.09271116554737091,0.0918600931763649,0.12034078687429428,0.17696000635623932,0.1186235249042511,0.120247982442379,0.10034075379371643,0.09751071780920029,0.08881060779094696
78,0.09501753002405167,0.09187618643045425,0.11930467188358307,0.17820248007774353,0.11950798332691193,0.12112787365913391,0.09880268573760986,0.0959441065788269,0.08915700763463974
79,0.09604410082101822,0.0922565758228302,0.11875435709953308,0.17923545837402344,0.11973933130502701,0.12161474674940109,0.09772145003080368,0.09525556862354279,0.08986598253250122
80,0.09735417366027832,0.09295785427093506,0.11836780607700348,0.1801540106534958,0.11923504620790482,0.12239113450050354,0.09637796878814697,0.09355495125055313,0.09120102971792221
81,0.09784084558486938,0.09360115975141525,0.11749698966741562,0.18035505712032318,0.11941830813884735,0.12274492532014847,0.0958123505115509,0.09413716942071915,0.09188240021467209
82,0.0977974459528923,0.09396551549434662,0.11691004782915115,0.17961116135120392,0.1188938096165657,0.12434668838977814,0.09518460929393768,0.09554677456617355,0.09286342561244965
83,0.09719453006982803,0.09367552399635315,0.11584465205669403,0.17918862402439117,0.11840886622667313,0.12561313807964325,0.09539208561182022,0.09643875062465668,0.09482600539922714
84,0.09632924199104309,0.09261775016784668,0.11486220359802246,0.17964130640029907,0.11759030073881149,0.12650436162948608,0.0959784984588623,0.09802183508872986,0.09674203395843506
85,0.09510926157236099,0.09211991727352142,0.11390004307031631,0.18031010031700134,0.11750764399766922,0.1267249435186386,0.09675650298595428,0.09937132149934769,0.09799890220165253
86,0.09365790337324142,0.09210643172264099,0.11336129903793335,0.18135252594947815,0.11811725050210953,0.12613816559314728,0.09831226617097855,0.09978944063186646,0.09805107861757278
87,0.09361837804317474,0.09185614436864853,0.11242354661226273,0.1832040399312973,0.11944028735160828,0.12456222623586655,0.09938067942857742,0.10094284266233444,0.09701942652463913
88,0.09372528642416,0.09092827141284943,0.11244209855794907,0.1857490837574005,0.12073593586683273,0.12233908474445343,0.10090304911136627,0.10171261429786682,0.09559495747089386
89,0.09432905912399292,0.08991926163434982,0.11261691898107529,0.18854843080043793,0.12159525603055954,0.12003514915704727,0.10267768055200577,0.10198521614074707,0.09394826740026474
90,0.0947139635682106,0.08887220919132233,0.11318748444318771,0.1901998519897461,0.12249298393726349,0.11830728501081467,0.1041024699807167,0.10258861631155014,0.09271972626447678
91,0.09594191610813141,0.08790118247270584,0.11377178877592087,0.19061772525310516,0.12324763834476471,0.11700983345508575,0.10572241246700287,0.1033497154712677,0.09107472747564316
92,0.09665898978710175,0.08725079894065857,0.11461623013019562,0.19093094766139984,0.12323246896266937,0.11610665172338486,0.10773278772830963,0.10286654531955719,0.09021256119012833
93,0.09747199714183807,0.08669713139533997,0.11633098870515823,0.19121119379997253,0.12275098264217377,0.11534448713064194,0.10901153832674026,0.10245979577302933,0.08939794450998306
94,0.09818091243505478,0.08599455654621124,0.11862556636333466,0.19068874418735504,0.12225983291864395,0.11489415913820267,0.10966932028532028,0.10147809982299805,0.0897887572646141
95,0.09869477152824402,0.08659482002258301,0.12086285650730133,0.1897483617067337,0.12143579125404358,0.1143651083111763,0.11016187816858292,0.10022108256816864,0.09021694213151932
96,0.0988573357462883,0.08691836893558502,0.12295994907617569,0.1892385631799698,0.12048891931772232,0.1148839071393013,0.11012588441371918,0.0988074243068695,0.0908530056476593
97,0.09817694127559662,0.08788787573575974,0.12510782480239868,0.18807895481586456,0.11909423768520355,0.11676201224327087,0.11026961356401443,0.09735241532325745,0.09100916236639023
98,0.09317697584629059,0.09288787841796875,0.1301078200340271,0.18307895958423615,0.12409423291683197,0.12176200747489929,0.10526961833238602,0.10235241055488586,0.08600915968418121
99,0.09672349691390991,0.09668534249067307,0.13096696138381958,0.18170742690563202,0.12336069345474243,0.1265570968389511,0.10028805583715439,0.1006992906332016,0.08456405997276306
100,0.10029976814985275,0.10089312493801117,0.12804318964481354,0.18113109469413757,0.12063726782798767,0.1300220489501953,0.09755747020244598,0.09955466538667679,0.08588806539773941
101,0.10334181040525436,0.10094055533409119,0.12805993854999542,0.1833294928073883,0.12078621983528137,0.13193398714065552,0.09505554288625717,0.09662510454654694,0.08686206489801407
102,0.10333094745874405,0.09911837428808212,0.12758757174015045,0.1850004941225052,0.1207418218255043,0.13055911660194397,0.09720922261476517,0.09359956532716751,0.08949507027864456
103,0.1042700782418251,0.09767016768455505,0.12626269459724426,0.18577028810977936,0.1229962557554245,0.12829191982746124,0.09899505227804184,0.09147084504365921,0.09123886376619339
104,0.10524100065231323,0.09772146493196487,0.12465828657150269,0.18527857959270477,0.12578000128269196,0.12538518011569977,0.10070990025997162,0.09005632996559143,0.09223613888025284
105,0.10610055178403854,0.09663636237382889,0.12405461817979813,0.18594957888126373,0.1276547759771347,0.12410376220941544,0.10339623689651489,0.08792640268802643,0.09203287959098816
106,0.104710154235363,0.09511411935091019,0.12278887629508972,0.1882503777742386,0.1287892609834671,0.12297476828098297,0.10576973855495453,0.08658797293901443,0.09167368710041046
107,0.10283181071281433,0.09297541528940201,0.122031070291996,0.19114769995212555,0.12924529612064362,0.12312416732311249,0.10724297165870667,0.086558498442173,0.09050817787647247
108,0.10089419037103653,0.09092821180820465,0.12106175720691681,0.19369395077228546,0.12894250452518463,0.12273610383272171,0.10822846740484238,0.08738858997821808,0.09053348749876022
109,0.1008942723274231,0.08895489573478699,0.12106466293334961,0.19570183753967285,0.12808819115161896,0.12264290452003479,0.10897456109523773,0.0876082330942154,0.09060458093881607
110,0.10004707425832748,0.08753190189599991,0.12249726802110672,0.1975937783718109,0.1267600655555725,0.12336698919534683,0.10867422074079514,0.08759395033121109,0.09047282487154007
111,0.09874937683343887,0.08625655621290207,0.12411504238843918,0.1991601586341858,0.12511052191257477,0.12262167781591415,0.10935007035732269,0.08808474242687225,0.0905437022447586
112,0.09702855348587036,0.08485642075538635,0.12561745941638947,0.20030421018600464,0.12492059916257858,0.12152099609375,0.10960379242897034,0.08861599862575531,0.09119243919849396
113,0.09653615206480026,0.08397810161113739,0.1269058883190155,0.20109060406684875,0.12420026957988739,0.12088850885629654,0.10927266627550125,0.08969778567552567,0.09170350432395935
114,0.09731469303369522,0.08315178751945496,0.12814611196517944,0.20173397660255432,0.1233573853969574,0.12002236396074295,0.10887009650468826,0.09075198322534561,0.09204250574111938
115,0.09810343384742737,0.08305449783802032,0.12971477210521698,0.2016313523054123,0.12313396483659744,0.11903250217437744,0.10809377580881119,0.0922626182436943,0.09180481731891632
116,0.09920340776443481,0.082537442445755,0.1312703788280487,0.20082467794418335,0.1232229694724083,0.11871784925460815,0.10722461342811584,0.09351610392332077,0.09225534647703171
117,0.10099947452545166,0.08166247606277466,0.13211482763290405,0.20005039870738983,0.12414750456809998,0.11871935427188873,0.1060536801815033,0.09501057118177414,0.09229590743780136
118,0.10291007161140442,0.08124914020299911,0.13237980008125305,0.1994103491306305,0.12457189708948135,0.11851050704717636,0.1047961637377739,0.09664300084114075,0.09275916963815689
119,0.10384388267993927,0.08135112375020981,0.13271044194698334,0.19915583729743958,0.12516921758651733,0.11883627623319626,0.10315316170454025,0.09794188290834427,0.09306114166975021
120,0.10500302910804749,0.08170250803232193,0.13241924345493317,0.19850167632102966,0.12615886330604553,0.11883524805307388,0.10264109820127487,0.09900869429111481,0.09306278079748154
121,0.10511334240436554,0.08304430544376373,0.13153646886348724,0.1974252611398697,0.12702694535255432,0.11856350302696228,0.10299965739250183,0.1003013551235199,0.0930619016289711
122,0.10573089122772217,0.08348596841096878,0.13125915825366974,0.19651857018470764,0.1275782734155655,0.11864911019802094,0.10286406427621841,0.10172834992408752,0.09328557550907135
123,0.1056399717926979,0.08398237079381943,0.1301150619983673,0.1955503523349762,0.12891073524951935,0.11856116354465485,0.10318189114332199,0.10238143801689148,0.09438682347536087
124,0.10656143724918365,0.08450835943222046,0.1287596970796585,0.19497404992580414,0.1296723335981369,0.1193976178765297,0.10339054465293884,0.10219249129295349,0.09512585401535034
125,0.1076054498553276,0.0855892151594162,0.1280653327703476,0.1945614516735077,0.12917391955852509,0.12076015025377274,0.1036578118801117,0.10171960294246674,0.09534600377082825
126,0.1082191988825798,0.08660455793142319,0.1272728443145752,0.19404007494449615,0.12968875467777252,0.12275237590074539,0.10445486009120941,0.1002611368894577,0.09500249475240707
127,0.10852888971567154,0.08730850368738174,0.1268213987350464,0.1942407190799713,0.1308477371931076,0.12448571622371674,0.1058335155248642,0.09816135466098785,0.09368894249200821
128,0.10928406566381454,0.08831889182329178,0.12614738941192627,0.1942824125289917,0.13183358311653137,0.12672419846057892,0.1072993054986,0.09590189903974533,0.09201008826494217
129,0.10912112891674042,0.0890464186668396,0.12523390352725983,0.19439369440078735,0.13231012225151062,0.12743902206420898,0.1075582504272461,0.09478066861629486,0.09279057383537292
130,0.11412112414836884,0.08404642343521118,0.13023389875888824,0.18939369916915894,0.1273101270198822,0.1324390172958374,0.10255824774503708,0.08978067338466644,0.09779056906700134
131,0.11511310189962387,0.08008389174938202,0.1338222175836563,0.19266432523727417,0.12743648886680603,0.13037319481372833,0.10048790276050568,0.08965491503477097,0.09570042043924332
132,0.11519983410835266,0.07694417983293533,0.13577702641487122,0.19633705914020538,0.12799140810966492,0.12761002779006958,0.10032883286476135,0.09270468354225159,0.09219236671924591
133,0.11338087171316147,0.07465220242738724,0.13526536524295807,0.20031800866127014,0.13000606000423431,0.12773509323596954,0.09916325658559799,0.09448837488889694,0.09059961885213852
134,0.11237962543964386,0.07556059211492538,0.13374021649360657,0.20459873974323273,0.13157318532466888,0.1264057457447052,0.09734639525413513,0.09641847014427185,0.08968691527843475
135,0.11178973317146301,0.07688400149345398,0.13201144337654114,0.20646029710769653,0.1329391896724701,0.12500114738941193,0.09795059263706207,0.0958932563662529,0.08966352045536041
136,0.1098889410495758,0.07797688245773315,0.13065840303897858,0.20742574334144592,0.13386771082878113,0.1259666085243225,0.09979996085166931,0.09351755678653717,0.0912923738360405
137,0.10817895829677582,0.07738801836967468,0.13008560240268707,0.2062958925962448,0.1343449205160141,0.12784792482852936,0.10154440999031067,0.0914018526673317,0.09403976798057556
138,0.10687477886676788,0.07634802162647247,0.1307235062122345,0.20434944331645966,0.13457590341567993,0.13007690012454987,0.10307968407869339,0.08992839604616165,0.09644629061222076
139,0.10582350939512253,0.07403572648763657,0.13048411905765533,0.20246101915836334,0.13494782149791718,0.132073312997818,0.10504556447267532,0.08872822672128677,0.09925131499767303
140,0.10535158216953278,0.07127195596694946,0.1303115040063858,0.2004825919866562,0.13612964749336243,0.1344951093196869,0.10702332109212875,0.08679620176553726,0.10191342234611511
141,0.10456781089305878,0.06901101022958755,0.1292915940284729,0.19856226444244385,0.1383594423532486,0.13715532422065735,0.10851742327213287,0.08501093834638596,0.10474903881549835
142,0.10440073162317276,0.06615082919597626,0.12781129777431488,0.196805939078331,0.14044420421123505,0.13954560458660126,0.10991846770048141,0.0838824063539505,0.10757548362016678
143,0.10445259511470795,0.06503509730100632,0.1257627010345459,0.1966182291507721,0.14240539073944092,0.1411619335412979,0.1111246794462204,0.08384306728839874,0.10787227749824524
144,0.10591598600149155,0.06412629038095474,0.12343407422304153,0.19630791246891022,0.14426468312740326,0.14319095015525818,0.11176683008670807,0.08332999050617218,0.10796485096216202
145,0.10780226439237595,0.0629894807934761,0.12107574939727783,0.19693434238433838,0.14445188641548157,0.14500917494297028,0.11166384816169739,0.08356460928916931,0.10779672861099243
146,0.10924402624368668,0.06339002400636673,0.12003879249095917,0.19782321155071259,0.1438429057598114,0.14695316553115845,0.11078156530857086,0.08440166711807251,0.10678761452436447
147,0.11093815416097641,0.06356047093868256,0.12017811834812164,0.19888459146022797,0.14286762475967407,0.14800336956977844,0.10995209962129593,0.08526790887117386,0.10517895221710205
148,0.11244877427816391,0.06519067287445068,0.12104807794094086,0.2002796232700348,0.14164553582668304,0.1477268487215042,0.10913108289241791,0.08623020350933075,0.10283111780881882
149,0.11419892311096191,0.0673564001917839,0.1221054419875145,0.20119425654411316,0.14056363701820374,0.1465524286031723,0.1083671897649765,0.08800270408391953,0.10018850117921829
150,0.11649995297193527,0.06926272809505463,0.12357953935861588,0.2018045336008072,0.1398412138223648,0.14461682736873627,0.10776946693658829,0.08992474526166916,0.0973471850156784
151,0.11796288937330246,0.07110219448804855,0.12520597875118256,0.2022322714328766,0.1403297483921051,0.14220702648162842,0.10726521909236908,0.09197474271059036,0.09474238753318787
152,0.11940937489271164,0.07238677144050598,0.12703047692775726,0.2027929723262787,0.14121830463409424,0.13932013511657715,0.10699637234210968,0.09374020993709564,0.09231057018041611
153,0.12165497243404388,0.07354675978422165,0.12888363003730774,0.2032678872346878,0.14123471081256866,0.13621576130390167,0.10666121542453766,0.0954507514834404,0.09012284129858017
154,0.12313129007816315,0.07484420388936996,0.13041678071022034,0.203970268368721,0.14141421020030975,0.13364949822425842,0.10622697323560715,0.09704829752445221,0.08835002034902573
155,0.12335007637739182,0.07621659338474274,0.1314774751663208,0.20437410473823547,0.14183232188224792,0.1317916214466095,0.10621699690818787,0.09858407080173492,0.0875086784362793
156,0.12278016656637192,0.07752299308776855,0.132889524102211,0.20459362864494324,0.1429527848958969,0.13157780468463898,0.10607542842626572,0.09908883273601532,0.08669368922710419
157,0.12213049083948135,0.07998348027467728,0.1334514617919922,0.2048742026090622,0.14439284801483154,0.13128620386123657,0.10539311170578003,0.09892698377370834,0.08655622601509094
158,0.120699442923069,0.0810016393661499,0.13466306030750275,0.20562493801116943,0.14547985792160034,0.1308474838733673,0.10470253229141235,0.09973873943090439,0.08662815392017365
159,0.11993630975484848,0.0808357521891594,0.13566216826438904,0.2061227411031723,0.14677512645721436,0.13119575381278992,0.10456407070159912,0.10002768784761429,0.08661002665758133
160,0.11917233467102051,0.08085063844919205,0.1365567147731781,0.206205815076828,0.14840242266654968,0.1321811079978943,0.10411206632852554,0.10010596364736557,0.08669976145029068
161,0.11834733188152313,0.08119918406009674,0.13704615831375122,0.20703376829624176,0.15059639513492584,0.13419067859649658,0.10356118530035019,0.09890143573284149,0.08609097450971603
162,0.11334741115570068,0.07619918882846832,0.1320461630821228,0.21203376352787018,0.14559639990329742,0.139190673828125,0.1085611879825592,0.10390143096446991,0.08109098672866821
163,0.11698842793703079,0.07170181721448898,0.12933814525604248,0.21023520827293396,0.14520230889320374,0.14304737746715546,0.11354769021272659,0.10352873057126999,0.08102292567491531
164,0.12084972113370895,0.07001733034849167,0.1263251155614853,0.2100394368171692,0.1444980502128601,0.14498206973075867,0.11418521404266357,0.10370579361915588,0.08419129997491837
165,0.12265075743198395,0.07027266174554825,0.12381899356842041,0.21030136942863464,0.1449412852525711,0.14772965013980865,0.11372672021389008,0.10177915543317795,0.08808250725269318
166,0.12142261117696762,0.07183708250522614,0.12503018975257874,0.2089327573776245,0.146275132894516,0.14933528006076813,0.11203364282846451,0.09955769777297974,0.09193107485771179
167,0.12134205549955368,0.07372665405273438,0.12618966400623322,0.20944686233997345,0.1454859972000122,0.15211966633796692,0.11031641066074371,0.09695206582546234,0.09441046416759491
168,0.1196695864200592,0.07529713958501816,0.12793271243572235,0.21039700508117676,0.14612600207328796,0.15454304218292236,0.1084696426987648,0.09527284651994705,0.09602168947458267
